name,cx,cy,cz,width,depth,angle
Building.1718,2458.849,1806.201,20.918,18.510,21.099,-90.00
Building.1719,2453.913,1844.102,20.918,14.157,45.171,15.00
Building.172,1631.526,2209.885,20.918,52.255,23.813,-105.00
Building.1720,2442.974,1814.138,20.918,30.338,26.155,90.00
Building.1721,2453.427,1847.297,20.918,12.835,39.410,-165.00
Building.1722,2445.625,1846.070,20.918,8.927,39.511,-180.00
Building.1723,2432.667,1844.745,20.918,9.912,39.866,0.00
Building.1724,2462.239,1739.973,20.918,17.329,40.750,-165.00
Building.1725,2620.504,1775.363,20.918,15.346,25.586,-165.00
Building.1726,2600.980,1773.893,20.918,10.725,26.794,0.00
Building.1727,2611.406,1799.113,20.918,15.213,23.522,-150.00
Building.1728,2581.707,1783.822,20.918,19.247,52.123,15.00
Building.1729,2592.526,1791.602,20.918,14.395,64.819,0.00
Building.173,1583.750,2211.575,20.918,14.552,21.167,-15.00
Building.1730,2580.783,1820.358,20.918,17.490,15.064,-75.00
Building.1731,2512.123,1752.017,20.918,11.227,31.057,-165.00
Building.1732,2584.696,1771.363,20.918,19.585,26.172,-165.00
Building.1733,2560.185,1764.605,20.918,13.256,22.916,15.00
Building.1734,2550.564,1762.372,20.918,14.592,24.542,15.00
Building.1735,2550.542,1762.487,20.918,13.190,27.491,-165.00
Building.1736,2528.106,1758.385,20.918,17.847,30.740,15.00
Building.1737,2528.481,1756.943,20.918,15.346,30.311,-165.00
Building.1738,2496.056,1745.875,20.918,13.128,27.746,0.00
Building.1739,2512.074,1752.314,20.918,11.064,28.826,15.00
Building.174,1539.086,2212.336,20.918,68.130,24.474,75.00
Building.1740,2568.030,1816.659,20.918,13.567,10.774,-75.00
Building.1741,2579.268,1793.991,20.918,17.946,30.935,-165.00
Building.1742,2554.069,1794.266,20.918,17.388,39.446,15.00
Building.1743,2554.053,1794.347,20.918,15.848,36.266,-165.00
Building.1744,2544.786,1792.894,20.918,14.663,33.818,-165.00
Building.1745,2536.051,1786.578,20.918,10.841,22.479,-180.00
Building.1746,2526.498,1798.548,20.918,10.839,12.783,30.00
Building.1747,2524.658,1777.164,20.918,14.921,23.813,-180.00
Building.1748,2491.722,1769.826,20.918,17.463,21.937,15.00
Building.1749,2511.381,1775.479,20.918,10.822,18.900,165.00
Building.175,1532.152,2162.533,20.918,66.146,23.151,75.00
Building.1750,2508.398,1766.885,20.918,57.250,72.921,90.00
Building.1751,2479.201,1758.368,20.918,20.121,60.532,15.00
Building.1752,2465.574,1772.258,20.918,28.146,29.084,180.00
Building.1753,2449.030,1763.141,20.918,11.642,32.864,-180.00
Building.1754,2481.096,1751.079,20.918,21.314,47.664,-165.00
Building.1755,2472.435,1742.850,20.918,21.112,39.231,-165.00
Building.1756,2452.341,1716.704,20.918,13.749,12.457,105.00
Building.1757,2444.951,1746.402,20.918,14.279,10.732,-90.00
Building.1758,2448.683,1726.376,20.918,14.033,10.501,105.00
Building.1759,1992.743,1999.533,20.918,12.679,16.669,-30.00
Building.176,1582.676,2154.589,20.918,15.875,11.906,150.00
Building.1760,2012.578,2000.040,20.918,47.244,40.657,-180.00
Building.1761,2003.945,1969.359,20.918,52.581,17.808,90.00
Building.1762,2016.429,1938.188,20.918,16.511,15.487,-30.00
Building.1763,2027.156,1922.840,20.918,10.749,12.700,180.00
Building.1764,1971.634,1951.716,20.918,25.293,26.995,0.00
Building.1765,1983.162,1932.318,20.918,28.193,11.111,-90.00
Building.1766,1984.733,1963.046,20.918,21.167,9.525,90.00
Building.1767,2004.594,1930.455,20.918,19.407,14.108,90.00
Building.1768,2011.109,1945.913,20.918,12.700,12.700,120.00
Building.1769,2007.990,1919.279,20.918,10.054,11.113,-105.00
Building.177,1625.727,2156.822,20.918,64.823,25.136,-105.00
Building.1770,1998.236,1903.287,20.918,13.229,9.525,-135.00
Building.1771,1961.746,1839.948,20.918,13.502,35.166,-165.00
Building.1772,2016.038,1895.975,20.918,11.233,12.725,-30.00
Building.1773,2023.445,1892.474,20.918,8.144,14.351,-15.00
Building.1774,1986.209,1885.540,20.918,38.564,17.992,-90.00
Building.1775,1964.079,1883.286,20.918,9.453,17.662,-15.00
Building.1776,2012.093,1866.713,20.918,34.337,13.720,-90.00
Building.1777,2012.352,1853.616,20.918,33.563,18.521,-90.00
Building.1778,2007.566,1866.578,20.918,44.674,34.925,90.00
Building.1779,1972.967,1856.195,20.918,38.035,36.427,0.00
Building.178,1693.833,2091.492,20.918,19.844,10.583,75.00
Building.1780,2003.628,1841.338,20.918,50.897,15.952,90.00
Building.1781,2003.535,1830.696,20.918,50.191,10.647,90.00
Building.1782,2006.677,1830.431,20.918,44.733,11.184,-90.00
Building.1783,2008.630,1822.012,20.918,40.271,9.525,-90.00
Building.1784,1985.649,1829.643,20.918,15.763,23.688,-150.00
Building.1785,1975.463,1829.461,20.918,11.489,19.873,-165.00
Building.1786,2080.838,1963.046,20.918,51.897,62.338,-60.00
Building.1787,2082.299,1920.707,20.918,79.375,19.177,75.00
Building.1788,2107.528,1944.640,20.918,18.079,17.073,-150.00
Building.1789,2407.875,1606.677,20.918,65.951,47.249,-75.00
Building.179,1615.138,2119.523,20.918,47.625,14.552,-105.00
Building.1790,2539.551,1638.215,20.918,37.955,31.416,-75.00
Building.1791,2517.236,1663.140,20.918,23.722,38.194,15.00
Building.1792,2542.734,1670.473,20.918,13.878,18.852,-165.00
Building.1793,2527.794,1716.604,20.918,25.684,43.077,-165.00
Building.1794,2528.394,1671.514,20.918,40.758,45.962,15.00
Building.1795,2515.833,1713.553,20.918,23.449,37.630,-165.00
Building.1796,2496.371,1707.876,20.918,17.074,35.439,15.00
Building.1797,2497.267,1705.346,20.918,27.406,40.005,-165.00
Building.1798,2496.195,1678.161,20.918,18.426,14.062,120.00
Building.1799,2435.567,1683.430,20.918,29.384,34.093,-165.00
Building.180,1561.107,2130.510,20.918,34.396,20.505,-105.00
Building.1800,2410.453,1628.180,20.918,46.154,22.517,105.00
Building.1801,2371.275,1631.899,20.918,19.362,21.200,30.00
Building.1802,2365.983,1658.407,20.918,23.009,34.379,15.00
Building.1803,2359.607,1656.402,20.918,18.948,31.622,30.00
Building.1804,2377.861,1663.063,20.918,23.436,34.681,15.00
Building.1805,2402.540,1644.667,20.918,54.416,24.519,-75.00
Building.1806,2404.184,1672.541,20.918,25.949,33.953,15.00
Building.1807,2404.242,1672.390,20.918,23.125,33.910,-165.00
Building.1808,2420.826,1651.287,20.918,18.747,16.078,105.00
Building.1809,2395.451,1642.101,20.918,15.176,12.826,105.00
Building.181,1512.410,2132.090,20.918,27.781,15.213,75.00
Building.1810,2402.490,1655.605,20.918,16.328,14.174,-75.00
Building.1811,2482.059,1697.706,20.918,20.121,39.284,-165.00
Building.1812,2481.067,1664.860,20.918,22.490,22.334,30.00
Building.1813,2463.420,1692.613,20.918,23.906,35.583,30.00
Building.1814,2455.939,1679.401,20.918,25.098,51.723,15.00
Building.1815,2471.635,1679.735,20.918,16.337,31.900,-150.00
Building.1816,2455.740,1679.975,20.918,23.693,50.526,-165.00
Building.1817,2443.167,1693.428,20.918,14.805,19.506,-165.00
Building.1818,2427.987,1655.134,20.918,14.668,17.869,15.00
Building.1819,2436.895,1657.838,20.918,9.747,15.155,15.00
Building.182,1528.441,2144.810,20.918,12.965,8.466,75.00
Building.1820,2500.555,1565.050,20.918,28.161,36.499,-105.00
Building.1821,2483.581,1586.935,20.918,21.167,21.828,75.00
Building.1822,2475.705,1567.321,20.918,21.298,45.180,-15.00
Building.1823,2475.696,1567.268,20.918,23.451,44.353,165.00
Building.1824,2429.712,1566.482,20.918,49.738,36.449,-60.00
Building.1825,2412.978,1629.213,20.918,45.357,22.595,-75.00
Building.1826,2420.303,1611.385,20.918,46.611,24.414,105.00
Building.1827,2432.013,1606.204,20.918,12.208,8.335,105.00
Building.1828,2426.250,1570.397,20.918,51.427,42.733,120.00
Building.1829,2538.770,1599.753,20.918,31.750,28.672,-45.00
Building.183,1575.933,2134.474,20.918,12.965,9.260,75.00
Building.1830,2540.930,1576.666,20.918,34.417,9.650,75.00
Building.1831,2539.281,1554.726,20.918,22.405,45.685,-15.00
Building.1832,2539.243,1554.526,20.918,22.182,47.395,165.00
Building.1833,2508.725,1555.118,20.918,18.069,37.068,-15.00
Building.1834,2618.980,1716.206,20.918,34.048,66.666,-135.00
Building.1835,2620.635,1645.085,20.918,43.921,59.456,165.00
Building.1836,2572.635,1639.872,20.918,22.852,44.092,15.00
Building.1837,2585.598,1635.319,20.918,48.611,52.962,-165.00
Building.1838,2590.629,1666.282,20.918,27.361,19.729,-75.00
Building.1839,2648.391,1652.795,20.918,25.115,53.818,-165.00
Building.184,1697.375,2126.981,20.918,17.463,8.996,90.00
Building.1840,2614.882,1629.591,20.918,8.266,21.314,15.00
Building.1841,2550.843,1717.384,20.918,22.795,43.558,-165.00
Building.1842,2588.669,1727.088,20.918,18.157,42.095,15.00
Building.1843,2588.554,1727.463,20.918,20.037,41.542,-165.00
Building.1844,2580.506,1725.200,20.918,18.871,42.722,-165.00
Building.1845,2571.707,1722.797,20.918,19.296,44.367,-165.00
Building.1846,2550.616,1718.229,20.918,19.031,44.476,15.00
Building.1847,2548.995,1682.297,20.918,19.608,27.834,15.00
Building.1848,2574.551,1688.247,20.918,17.050,28.986,-165.00
Building.1849,2593.155,1692.045,20.918,34.234,32.202,-165.00
Building.185,1709.760,2183.954,20.918,12.436,10.054,-105.00
Building.1850,2599.190,1714.154,20.918,22.004,68.260,15.00
Building.1851,2625.396,1733.635,20.918,20.000,33.021,-165.00
Building.1852,2630.762,1685.545,20.918,17.983,15.074,105.00
Building.1853,2660.740,1726.414,20.918,45.244,36.182,90.00
Building.1854,2618.961,1394.067,20.918,19.327,16.077,-60.00
Building.1855,2613.826,1376.910,20.918,19.391,20.724,15.00
Building.1856,2606.104,1374.934,20.918,15.467,20.724,60.00
Building.1857,2150.264,1381.300,20.918,14.462,43.028,0.00
Building.1858,2136.784,1384.109,20.918,19.292,42.896,-15.00
Building.1859,2125.686,1390.255,20.918,25.402,22.788,75.00
Building.186,1725.806,2180.806,20.918,10.054,8.731,-105.00
Building.1860,2179.510,1476.235,20.918,26.987,63.500,15.00
Building.1861,2214.908,1473.577,20.918,21.167,73.627,-180.00
Building.1862,2229.288,1466.208,20.918,20.739,91.017,-180.00
Building.1863,2201.116,1435.911,20.918,14.552,23.813,0.00
Building.1864,2244.480,1441.290,20.918,37.282,128.526,90.00
Building.1865,2214.634,1411.835,20.918,15.213,28.443,0.00
Building.1866,2237.204,1393.665,20.918,32.807,37.694,-75.00
Building.1867,2169.235,1392.805,20.918,26.458,25.797,45.00
Building.1868,2215.059,1383.612,20.918,26.368,39.061,-165.00
Building.1869,2176.155,1377.077,20.918,38.625,45.508,0.00
Building.187,1702.182,2113.938,20.918,14.287,8.996,-105.00
Building.1870,2197.492,1399.170,20.918,25.135,21.828,60.00
Building.1871,2284.880,1494.703,20.918,20.799,45.693,15.00
Building.1872,2252.625,1473.331,20.918,21.946,85.091,0.00
Building.1873,2257.270,1401.566,20.918,34.154,29.383,30.00
Building.1874,2285.373,1417.273,20.918,20.811,33.759,-150.00
Building.1875,2285.651,1416.665,20.918,21.566,30.052,30.00
Building.1876,2309.773,1427.357,20.918,29.408,34.013,15.00
Building.1877,2329.735,1434.651,20.918,21.168,28.589,15.00
Building.1878,2281.798,1446.107,20.918,19.630,12.564,105.00
Building.1879,2289.478,1428.072,20.918,34.770,40.830,-150.00
Building.188,1657.168,2108.511,20.918,8.202,12.171,180.00
Building.1880,2315.242,1490.815,20.918,27.309,58.482,15.00
Building.1881,2312.824,1500.000,20.918,27.679,44.712,-165.00
Building.1882,2311.070,1483.841,20.918,21.375,16.537,-135.00
Building.1883,2713.229,1217.853,20.918,21.696,16.404,45.00
Building.1884,2734.172,1199.547,20.918,14.817,23.812,-165.00
Building.1885,2077.665,1336.934,20.918,42.941,59.292,-180.00
Building.1886,2139.013,1335.516,20.918,37.703,43.737,-150.00
Building.1887,2105.437,1305.375,20.918,20.272,17.407,105.00
Building.1888,2102.551,1315.591,20.918,42.035,61.586,120.00
Building.1889,2068.877,1293.351,20.918,26.376,16.696,105.00
Building.189,1514.731,2096.780,20.918,22.754,14.288,-90.00
Building.1890,2065.858,1310.174,20.918,25.797,16.563,-75.00
Building.1891,2037.447,1300.897,20.918,36.661,27.294,-105.00
Building.1892,2022.334,1340.795,20.918,18.530,54.343,0.00
Building.1893,2033.810,1301.397,20.918,31.467,15.161,75.00
Building.1894,2017.502,1289.092,20.918,9.247,15.234,0.00
Building.1895,1993.017,1332.657,20.918,22.087,30.780,15.00
Building.1896,1999.465,1367.809,20.918,36.380,19.453,-165.00
Building.1897,2005.549,1365.800,20.918,13.450,8.633,120.00
Building.1898,1995.229,1346.043,20.918,27.980,18.519,60.00
Building.1899,2057.762,1387.451,20.918,21.427,25.982,180.00
Building.190,1541.436,2061.600,20.918,91.281,33.073,-105.00
Building.1900,2043.593,1476.966,20.918,16.389,32.691,0.00
Building.1901,2068.074,1446.050,20.918,79.402,25.672,75.00
Building.1902,2051.270,1436.718,20.918,45.767,31.802,135.00
Building.1903,2083.471,1384.022,20.918,30.060,36.470,90.00
Building.1904,2091.139,1441.916,20.918,33.623,17.849,-105.00
Building.1905,2051.217,1421.792,20.918,45.322,23.855,-105.00
Building.1906,2088.315,1418.736,20.918,34.350,25.635,-105.00
Building.1907,2091.615,1398.734,20.918,20.454,17.328,-105.00
Building.1908,2046.915,1399.888,20.918,42.582,17.608,75.00
Building.1909,2057.496,1385.234,20.918,12.653,23.701,0.00
Building.191,1488.814,2074.869,20.918,6.615,17.727,-15.00
Building.1910,2037.929,1387.789,20.918,12.700,16.582,180.00
Building.1911,2114.271,1487.734,20.918,11.051,20.127,165.00
Building.1912,2089.964,1481.017,20.918,16.334,31.985,0.00
Building.1913,2092.453,1466.569,20.918,41.086,26.639,-90.00
Building.1914,2071.600,1479.785,20.918,22.163,29.267,15.00
Building.1915,2072.094,1477.034,20.918,16.271,36.066,-165.00
Building.1916,2043.579,1476.807,20.918,8.043,28.652,180.00
Building.1917,2030.740,1477.242,20.918,6.905,26.914,0.00
Building.1918,2087.947,1418.827,20.918,32.651,14.592,75.00
Building.1919,2048.093,1441.115,20.918,13.758,14.288,-135.00
Building.192,1603.776,2034.879,20.918,17.463,14.023,90.00
Building.1920,2192.984,1285.740,20.918,33.518,28.272,120.00
Building.1921,2144.051,1250.306,20.918,22.326,26.458,-60.00
Building.1922,2167.172,1215.564,20.918,28.486,36.830,30.00
Building.1923,2174.261,1248.999,20.918,23.943,32.289,-165.00
Building.1924,2154.121,1215.465,20.918,33.590,42.974,30.00
Building.1925,2146.367,1205.862,20.918,26.899,39.082,-150.00
Building.1926,2105.379,1278.055,20.918,24.440,34.991,30.00
Building.1927,2148.135,1281.320,20.918,27.781,18.386,-60.00
Building.1928,2134.807,1288.658,20.918,30.382,30.875,30.00
Building.1929,2122.924,1284.818,20.918,24.890,32.171,30.00
Building.193,1646.275,2040.411,20.918,20.373,11.113,-105.00
Building.1930,2113.958,1281.228,20.918,23.247,33.574,30.00
Building.1931,2148.361,1270.161,20.918,39.441,20.064,-75.00
Building.1932,2104.897,1266.833,20.918,35.226,54.691,30.00
Building.1933,2125.289,1259.990,20.918,16.351,17.214,-150.00
Building.1934,2125.638,1259.480,20.918,16.830,18.346,30.00
Building.1935,2052.004,1270.864,20.918,22.968,22.279,-150.00
Building.1936,2077.451,1274.598,20.918,34.589,27.773,135.00
Building.1937,2052.758,1269.448,20.918,17.126,21.925,30.00
Building.1938,2038.442,1265.784,20.918,14.843,19.551,-150.00
Building.1939,2103.096,1246.356,20.918,32.939,32.459,120.00
Building.194,1701.589,2053.290,20.918,16.669,33.735,165.00
Building.1940,2091.521,1264.036,20.918,25.291,21.965,120.00
Building.1941,2082.216,1278.481,20.918,24.668,21.902,-45.00
Building.1942,2054.842,1246.081,20.918,34.202,25.202,120.00
Building.1943,2797.951,935.330,20.918,31.797,21.982,-180.00
Building.1944,2197.278,1276.179,20.918,32.910,26.142,120.00
Building.1945,2201.551,1268.199,20.918,33.186,26.061,120.00
Building.1946,2205.192,1259.162,20.918,34.656,29.784,120.00
Building.1947,2212.105,1263.293,20.918,22.503,16.075,-60.00
Building.1948,2219.948,1247.896,20.918,23.957,18.487,120.00
Building.1949,2203.462,1238.801,20.918,19.534,17.630,120.00
Building.195,1789.302,2050.105,20.918,15.081,21.828,-15.00
Building.1950,2291.154,1302.452,20.918,40.972,49.349,-60.00
Building.1951,2315.865,1366.413,20.918,59.237,51.254,45.00
Building.1952,2355.600,1372.350,20.918,29.369,30.436,-150.00
Building.1953,2316.814,1402.716,20.918,29.292,30.163,-60.00
Building.1954,2342.894,1396.570,20.918,12.598,14.655,-150.00
Building.1955,2331.612,1402.816,20.918,10.129,10.791,15.00
Building.1956,2245.942,1339.026,20.918,24.685,40.346,15.00
Building.1957,2221.938,1318.934,20.918,32.619,21.358,120.00
Building.1958,2254.572,1323.245,20.918,29.352,26.931,-45.00
Building.1959,2238.101,1322.556,20.918,21.745,23.105,30.00
Building.196,1963.372,2137.793,20.918,21.035,14.288,-105.00
Building.1960,2218.127,1339.246,20.918,34.494,30.956,120.00
Building.1961,2221.170,1328.748,20.918,41.275,27.075,120.00
Building.1962,2270.346,1358.410,20.918,32.748,36.783,165.00
Building.1963,2282.336,1369.057,20.918,26.194,35.714,30.00
Building.1964,2280.032,1372.852,20.918,21.816,22.225,-150.00
Building.1965,2363.898,1344.170,20.918,24.384,31.750,45.00
Building.1966,2356.958,1336.498,20.918,36.284,34.695,45.00
Building.1967,2347.416,1331.575,20.918,39.378,35.966,45.00
Building.1968,2347.163,1331.824,20.918,34.951,36.589,-135.00
Building.1969,2341.698,1328.544,20.918,36.923,43.471,-135.00
Building.197,1940.829,2148.409,20.918,0.451,0.397,90.00
Building.1970,2329.006,1309.749,20.918,22.929,26.979,45.00
Building.1971,2329.593,1308.994,20.918,35.182,37.943,-135.00
Building.1972,2310.350,1312.556,20.918,22.489,25.797,135.00
Building.1973,2238.052,1262.484,20.918,36.265,48.030,30.00
Building.1974,2264.085,1276.514,20.918,32.717,46.894,-150.00
Building.1975,2276.058,1283.749,20.918,34.236,45.664,-150.00
Building.1976,2275.833,1284.118,20.918,32.111,43.133,30.00
Building.1977,2226.466,1302.629,20.918,27.339,25.737,120.00
Building.1978,2226.584,1302.718,20.918,23.223,20.500,-60.00
Building.1979,2286.480,1338.139,20.918,23.591,27.120,-150.00
Building.198,1939.394,2138.568,20.918,15.027,19.447,165.00
Building.1980,2288.055,1335.846,20.918,23.945,21.629,30.00
Building.1981,1956.368,1578.655,20.918,95.487,30.330,-105.00
Building.1982,1932.690,1513.543,20.918,31.918,25.647,120.00
Building.1983,1929.890,1526.301,20.918,31.427,14.569,105.00
Building.1984,1928.865,1558.415,20.918,38.570,23.886,-90.00
Building.1985,2010.203,1560.969,20.918,19.194,15.024,120.00
Building.1986,1926.634,1570.321,20.918,26.469,11.906,-90.00
Building.1987,1959.311,1556.052,20.918,17.938,14.744,-15.00
Building.1988,1958.230,1553.403,20.918,13.944,15.646,165.00
Building.1989,1979.599,1542.244,20.918,24.420,16.964,120.00
Building.199,1903.807,2158.335,20.918,0.183,0.386,75.00
Building.1990,1991.121,1553.593,20.918,8.706,9.718,180.00
Building.1991,1997.136,1552.974,20.918,12.197,8.769,120.00
Building.1992,1977.055,1551.778,20.918,10.745,9.359,75.00
Building.1993,1989.106,1516.664,20.918,32.030,40.885,60.00
Building.1994,1927.027,1500.398,20.918,14.136,12.487,-60.00
Building.1995,1938.866,1507.197,20.918,16.717,20.819,-60.00
Building.1996,1967.129,1509.217,20.918,19.767,28.494,-165.00
Building.1997,1979.033,1512.259,20.918,23.095,32.021,-165.00
Building.1998,2011.979,1549.188,20.918,17.783,10.698,-60.00
Building.1999,2008.677,1527.942,20.918,27.480,18.708,105.00
Building.200,1903.623,2158.379,20.918,0.397,0.805,75.00
Building.2000,2007.318,1527.697,20.918,24.312,17.782,-75.00
Building.2001,2013.496,1499.390,20.918,14.028,13.766,90.00
Building.2002,1991.436,1409.353,20.918,48.255,55.283,15.00
Building.2003,2008.104,1472.912,20.918,32.196,22.352,90.00
Building.2004,1971.746,1416.383,20.918,19.919,18.056,-150.00
Building.2005,1950.791,1428.979,20.918,24.569,28.546,30.00
Building.2006,1965.381,1396.093,20.918,15.657,19.095,30.00
Building.2007,2009.409,1419.775,20.918,19.370,17.198,-90.00
Building.2008,2014.941,1466.959,20.918,20.347,20.077,-90.00
Building.2009,2086.527,1246.893,20.918,54.501,41.236,30.00
Building.201,1898.582,2159.596,20.918,12.517,11.510,-105.00
Building.2010,2107.350,1230.334,20.918,33.073,26.665,120.00
Building.2011,2077.281,1235.113,20.918,21.828,35.057,30.00
Building.2012,2076.796,1236.183,20.918,26.439,39.957,-150.00
Building.2013,2061.182,1230.293,20.918,20.954,34.160,30.00
Building.2014,2054.793,1225.979,20.918,20.413,34.043,-150.00
Building.2015,2430.406,1098.826,20.918,26.194,13.494,-90.00
Building.2016,2438.973,1076.118,20.918,23.812,20.637,-75.00
Building.2017,2394.119,1085.379,20.918,17.463,14.288,-60.00
Building.2018,2449.182,1017.467,20.918,16.669,30.956,15.00
Building.2019,2379.261,1055.927,20.918,19.844,21.828,45.00
Building.202,1884.429,2165.062,20.918,0.115,0.397,75.00
Building.2020,2398.283,1039.976,20.918,14.817,16.404,45.00
Building.2021,2438.234,973.222,20.918,32.544,42.863,-165.00
Building.2022,2453.329,927.756,20.918,31.088,28.443,-45.00
Building.2023,2585.647,844.187,20.918,8.996,7.937,165.00
Building.2024,2788.828,1130.656,20.918,56.303,77.788,-90.00
Building.2025,2782.764,1153.170,20.918,22.299,32.420,165.00
Building.2026,2813.088,1160.733,20.918,26.724,19.199,90.00
Building.2027,2766.814,1224.527,20.918,20.371,30.345,-15.00
Building.2028,2811.829,1226.034,20.918,20.915,33.338,-150.00
Building.2029,2799.029,1190.118,20.918,14.210,36.729,-180.00
Building.203,1864.889,2158.993,20.918,36.795,17.462,75.00
Building.2030,2796.970,1223.688,20.918,11.950,31.885,-180.00
Building.2031,2765.215,1197.324,20.918,21.285,24.721,0.00
Building.2032,2782.464,1184.713,20.918,36.064,15.023,-90.00
Building.2033,2792.975,1158.769,20.918,17.302,13.830,90.00
Building.2034,2809.781,1206.771,20.918,25.457,19.891,-45.00
Building.2035,2812.250,1196.125,20.918,27.758,17.786,-90.00
Building.2036,2784.093,1061.335,20.918,19.844,29.051,0.00
Building.2037,2774.856,1065.596,20.918,26.286,39.914,180.00
Building.2038,2802.409,1063.971,20.918,11.615,30.210,0.00
Building.2039,2847.352,1096.968,20.918,19.182,23.813,90.00
Building.204,1889.237,2120.244,20.918,7.144,8.334,165.00
Building.2040,2834.021,1124.241,20.918,9.260,11.245,-180.00
Building.2041,2858.519,1044.363,20.918,17.859,11.245,90.00
Building.2042,2873.775,1012.516,20.918,14.552,9.260,105.00
Building.2043,2873.728,993.832,20.918,23.812,9.260,-60.00
Building.2044,2834.784,1016.932,20.918,54.240,74.745,105.00
Building.2045,2782.202,1015.080,20.918,11.245,26.458,0.00
Building.2046,2827.465,1089.417,20.918,9.922,9.261,-165.00
Building.2047,2828.877,1138.919,20.918,7.938,5.424,-150.00
Building.2048,3001.494,1055.458,20.918,46.682,124.973,-90.00
Building.2049,2923.420,1147.107,20.918,59.857,51.462,45.00
Building.205,1848.768,2005.121,20.918,27.781,15.544,-105.00
Building.2050,2866.545,1193.953,20.918,33.420,30.327,90.00
Building.2051,2875.046,1153.625,20.918,24.644,17.070,105.00
Building.2052,2894.977,1164.305,20.918,29.104,38.938,-150.00
Building.2053,2870.246,1182.097,20.918,25.231,14.528,-105.00
Building.2054,2880.755,1139.562,20.918,23.352,19.185,105.00
Building.2055,2891.091,1197.690,20.918,17.984,65.438,0.00
Building.2056,2891.552,1202.204,20.918,11.381,58.019,180.00
Building.2057,2869.293,1220.603,20.918,8.597,25.865,0.00
Building.2058,2872.033,1204.740,20.918,12.568,50.991,30.00
Building.2059,2861.375,1218.172,20.918,11.074,33.151,0.00
Building.206,1464.305,2201.093,20.918,1.601,0.397,90.00
Building.2060,2861.071,1220.828,20.918,12.527,32.711,-180.00
Building.2061,2861.112,1193.464,20.918,16.497,11.906,-90.00
Building.2062,2844.164,1220.395,20.918,10.375,33.581,15.00
Building.2063,2945.693,1186.124,20.918,14.552,35.719,30.00
Building.2064,2950.283,1192.919,20.918,41.094,54.312,45.00
Building.2065,2936.332,1203.204,20.918,25.374,48.967,-75.00
Building.2066,2924.983,1209.153,20.918,16.323,34.564,180.00
Building.2067,2919.301,1181.616,20.918,25.663,21.954,105.00
Building.2068,2905.094,1211.388,20.918,10.881,33.236,0.00
Building.2069,2889.388,1107.356,20.918,16.381,13.573,-75.00
Building.207,1422.436,2208.243,20.918,87.696,38.100,-105.00
Building.2070,2889.638,1107.449,20.918,17.262,8.020,105.00
Building.2071,2932.500,1125.663,20.918,68.659,55.586,120.00
Building.2072,2985.065,1139.821,20.918,17.290,13.649,-60.00
Building.2073,2984.683,1139.596,20.918,18.390,15.991,120.00
Building.2074,2960.034,1144.167,20.918,18.856,27.429,15.00
Building.2075,2976.960,1155.503,20.918,15.855,13.858,120.00
Building.2076,2980.191,1148.524,20.918,16.583,13.630,120.00
Building.2077,3036.491,1061.763,20.918,22.886,74.385,-150.00
Building.2078,3006.938,1081.638,20.918,11.908,31.788,-180.00
Building.2079,3018.173,1080.719,20.918,11.597,30.310,180.00
Building.208,1447.893,2220.792,20.918,42.069,18.653,-105.00
Building.2080,3007.594,1036.379,20.918,13.104,38.392,180.00
Building.2081,3006.176,1055.153,20.918,22.747,11.339,90.00
Building.2082,3007.630,1037.097,20.918,10.917,36.258,0.00
Building.2083,2985.066,1118.875,20.918,46.385,35.267,-75.00
Building.2084,2966.170,1101.331,20.918,26.723,35.719,105.00
Building.2085,2975.171,1044.263,20.918,17.859,39.026,0.00
Building.2086,2926.572,1017.239,20.918,46.326,59.531,-90.00
Building.2087,2939.252,1003.834,20.918,21.069,11.245,-105.00
Building.2088,2928.322,1035.197,20.918,20.505,10.706,-90.00
Building.2089,2928.950,1017.131,20.918,18.211,8.599,90.00
Building.209,1400.421,2245.814,20.918,28.178,23.416,165.00
Building.2090,2985.880,1002.619,20.918,9.656,30.078,-180.00
Building.2091,2954.965,999.448,20.918,12.798,26.178,0.00
Building.2092,2912.618,1091.680,20.918,44.328,17.826,-120.00
Building.2093,2991.842,962.366,20.918,19.844,7.938,-90.00
Building.2094,2942.214,947.361,20.918,13.494,9.525,90.00
Building.2095,2956.594,936.094,20.918,15.082,13.493,-75.00
Building.2096,2978.850,938.880,20.918,6.614,9.260,-180.00
Building.2097,2961.054,873.739,20.918,17.198,25.797,15.00
Building.2098,3043.342,958.723,20.918,44.318,40.349,-30.00
Building.2099,3054.581,932.167,20.918,7.938,9.525,15.00
Building.210,1414.300,2141.890,20.918,91.282,33.337,75.00
Building.2100,3064.735,910.200,20.918,9.128,8.334,90.00
Building.2101,3038.323,925.901,20.918,11.510,13.097,-165.00
Building.2102,3081.691,860.361,20.918,10.716,9.128,120.00
Building.2103,3021.522,875.969,20.918,14.287,17.859,-135.00
Building.2104,3022.818,845.908,20.918,23.813,12.700,75.00
Building.2105,3048.852,880.966,20.918,21.431,7.144,-90.00
Building.2106,3064.094,896.338,20.918,9.525,9.128,-120.00
Building.2107,2755.648,935.018,20.918,19.844,19.844,-15.00
Building.2108,2798.731,906.148,20.918,27.120,19.844,-75.00
Building.2109,2863.840,931.109,20.918,48.286,31.750,120.00
Building.211,1456.634,2116.364,20.918,0.144,0.397,90.00
